number,name_anglicized,name_latin,title,region_anglicized,region_latin,fief_area,fief_latin,knights,knights_shared,villanos,commendatarios,held_from,held_from_latin,augmentum_knights,augmentum_knights_shared,augmentum_sergeant,augmentum_sergeant_shared,augmentum_crossbow,augmentum_crossbow_shared,augmentum_infantry,augmentum_infantry_shared,location
466,William of Pistilone,Guillelmus de Pistilone,,Principality,,Serre,,6,,,,,,8,40,,,,,,,
466,William of Pistilone,Guillelmus de Pistilone,,Principality,,Campagna,,1,,,,,,,,,,,,,,
467,William of Pistilone,Guillelmus de Pistilone,,Principality,,Selvanera,,1,,,,,,2,6,,,,,,,
468,Fulco de Senerela and his brother Robert of Quallecta,Fulco de Senerela et fratris sui Robberti de Quallecta,,Principality,,,,3,,,,,,6,20,,,,,,,
469,William of Laviano,Guillelmus de Laviano,,Principality,,Lavanio,,6,,,,,,21,10,,,,,,,
469,William of Laviano,Guillelmus de Laviano,,Principality,,Calabritto,,0,,,,,,,,,,,,,,
469,William of Laviano,Guillelmus de Laviano,,Principality,,La Massa,,0,,,,,,,,,,,,,,
469,William of Laviano,Guillelmus de Laviano,,Principality,,Oppido,,2,,,,,,,,,,,,,,
470,Richard of Philippus,Riccardus Philippi,,Principality,,,,1,,,,Guillelmus de Laviano,,2,,,,,,,,
471,Fulco de Senercla,Fulco de Senercla,,Principality,,,,1,,,,Guillelmus de Laviano,,2,,,,,,,,
472,Richard of St. Sophia,Riccardus de Sancta Sophia,,Principality,,Baragiano,,0,,20,,,,6,30,,,,,,,
472,Richard of St. Sophia,Riccardus de Sancta Sophia,,Principality,,Santa Sophia,,0,,,,,,,,,,,,,,
472,Richard of St. Sophia,Riccardus de Sancta Sophia,,Principality,,Marmore,,0,,,,,,,,,,,,,,
472,Richard of St. Sophia,Riccardus de Sancta Sophia,,Principality,,Muro Lucano,,6,,8,,,,,,,,,,,,
473,Roger of Platano,Rogerius de Platano,,Principality,,Marmore,,0,,11,,,,,,,,,,,,
473,Roger of Platano,Rogerius de Platano,,Principality,,Fiumara Platano,,0,,,,,,,,,,,,,,
473,Roger of Platano,Rogerius de Platano,,Principality,,Auletta,,0,,,,,,,,,,,,,,
473,Roger of Platano,Rogerius de Platano,,Principality,,Buccino,,0,,3,,,,,,,,,,,,
473,Roger of Platano,Rogerius de Platano,,Principality,,Muro Lucano,,2,,12,,,,4,15,,,,,,,
474,Nicholas of Palatanus,Nicolaus Palatani,,Principality,,,,1,,,,,,2,,,,,,,,
475,Hugh of Vitice and the son of Hugh of Marmore,Hugo de Vitice et filius Hugonis de Marmore,,Principality,,Vetrice,,2,,,,,,4,10,,,,,,,
475,Hugh of Vitice and the son of Hugh of Marmore,Hugo de Vitice et filius Hugonis de Marmore,,Principality,,Marmore,,0,,,,,,,,,,,,,,
476,William son of Hugh of Marmore,Guillelmus filius Hugonis de Marmore,,Principality,,Bella,,0,,,,,,1,,,,,,,,
477,Guaymar of Rotunda,Guaymarius de Rotunda,,Principality,,Vietri di Potenza,,1,,,,,,1,20,,,,,,,
478,Daughter of Robert of St. Fraymundus,Filia Robberti Sancti Fraymundi,,Principality,,Romagnano al Monte,,1,,,,,,2,,,,,,,,
479,Accardus of Vetra,Accardus de Vetra,,Principality,,Vietri di Potenza,,1,,,,,,2,15,,,,,,,
480,Arnold of Contursio,Arnaldus de Contursio,,Principality,,Contursi,,2,,,,,,4,,,,,,,,
482,Tancred of St. Felix ,Tancredus Sancti Felis ,,Principality,,San Fele,,1,,,,,,7,40,,,,,,,
482,Tancred of St. Felix ,Tancredus Sancti Felis ,,Principality,,Agromonte,,2,,,,,,,,,,,,,,
482,Tancred of St. Felix ,Tancredus Sancti Felis ,,Principality,,Ricigliano,,2,,,,,,,,,,,,,,
483,Peregrine of Gisay,Peregrinus de Gisay,,Principality,,Sarconi,,2,,,,,,8,20,,,,,,,
483,Peregrine of Gisay,Peregrinus de Gisay,,Principality,,Torre di Perticara,,2,,,,,,,,,,,,,,
484,Roger of Cavano,Rogerius de Cavano,,Principality,,Salvitelle,,1,,,,,,2,6,,,,,,,
485,Guarinus of Salvia,Guarinus de Salvia,,Principality,,Savoia di Lucania,,1,,,,,,2,8,,,,,,,
486,Robert son of Roger of Castellucio,Robbertus filius Rogerii de Castellucio,,Principality,,,,1,,,,,,2,,,,,,,,
487,Lampus of Fasanella,Lampus de Fasanella,,Principality,,S. Angelo a Fasanella,,2,,,,,,12,50,,,,,,,
487,Lampus of Fasanella,Lampus de Fasanella,,Principality,,Pantoliano,,2,,,,,,,,,,,,,,
487,Lampus of Fasanella,Lampus de Fasanella,,Principality,,Castelcivita,,1,,,,,,,,,,,,,,
487,Lampus of Fasanella,Lampus de Fasanella,,Principality,,Sicignano degli Alburni,,1,,40,,,,,,,,,,,,
490,Muri,Muri,Elector?,Principality,,,,0,,,,,,3,,,,,,,,
491,Bishop of Capuaccius,Episcopus Capuaccii,,Principality,,Capaccio,,0,,,,,,8,20,,,,,,,
492,Abbott Rofranus (Rofrano),Abbas Rofranus (Rofrano),,Principality,,Caselle in Pittari,,3,,,,,,6,15,,,,,,,
492,Abbot Rofranus (Rofrano),Abbas Rofranus (Rofrano),,Principality,,Morigerati,,0,,,,,,,,,,,,,,
493,William son of Jordan grandson of William son of Angerius,Guillelmus filius Jordani nepos Guillelmi filii Angerii,,Nocera Inferiore,,,,2,,,,,,4,,,,,,,,
494,Landulf brother of Mansus,Landulfus frater Mansi,,Nocera Inferiore,,Nocera Inferiore,,2,,,,,,4,,,,,,,,
495,John son of Gottfreid,Johannes filius Gottefredi,,Nocera Inferiore,,,,0.5,,,,Landulfus frater Mansi,,1,,,,,,,,
496,Ademar,Ademarius,,Nocera Inferiore,,,,0.5,,,,Landulfus frater Mansi,,1,,,,,,,,
497,Peter of Landegrimus,Petrus Landegrimi,,Nocera Inferiore,,,,0.5,,,,Landulfus frater Mansi,,1,,,,,,,,
498,Stantionus,Stantionus,,Nocera Inferiore,,,,0.5,,,,Landulfus frater Mansi,,1,,,,,,,,
499,Thomas of Ferrante,Thamasius de Ferrante,,Nocera Inferiore,,,,0,,,,,,1,,,,,,,,
500,Aldemarius Barbecca,Aldemarius Barbecca,,Nocera Inferiore,,,,0.5,,,,,,1,,,,,,,,
501,Rainald son of Walter,Raynaldus filius Gualterii,,Nocera Inferiore,,,,1,,9,,,,2,,,,,,,,
502,Robert Rinbella,Robbertus Rinbella,,Nocera Inferiore,,,,0,,8,,,,1,,,,,,,,
503,John Peregrine,Johannes Peregrinus,,Nocera Inferiore,,Angerii,,0,,6,,,,1,,,,,,,,
504,Richard Ferrante,Riccardus Ferrante,,Nocera Inferiore,,,,0,,13,,,,1,,,,,,,,
505,Benedict of Rocca,Benedictus de Rocca,,Nocera Inferiore,,,,0,,,,,,0,1,,,,,,,
506,Robert son of Blasius,Robbertus filius Blasii,,Nocera Inferiore,,,,0,,6,,,,1,,,,,,,,
507,John of Barnardo,Johannes de Barnardo,,Nocera Inferiore,,,,0,,6,,,,1,,,,,,,,
508,Raul son of Lambert,Raul filius  Lamberti,,Nocera Inferiore,,,,1,,16,,,,1,,,,,,,,
509,William of Sirino,Guillelmus de Sirino,,Nocera Inferiore,,Silva Marca,,1,,3,,,,1,,,,,,,,
510,Guy of Tropaldo,Guido de Tropaldo,,Nocera Inferiore,,,,0,,4,,,,1,,,,,,,,
511,William the notary,Guillelmus notarius,,Nocera Inferiore,,,,0,,,,,,1,,,,,,,,
512,Ogerius brother (of the above?),Ogerius frater,,Nocera Inferiore,,,,0,,,,,,1,,,,,,,,
513,Sons of Richard Judicis,Filii Riccardi Judicis,,Nocera Inferiore,,,,0.33,,,,,,1,,,,,,,,
514,John Botromiles,Johannes Botromiles,,Salerno,,Salerno,,0,,,,,,2,,,,,,,,
515,Landulf of Surrento,Landulfus de Surrento,,Salerno,,Montecorvino Rovella,,0,,,,,,1,,,,,,,,
516,Paldo of Alaysa,Paldo de Alaysa,,Salerno,,,,0,,,,,,1,,,,,,,,
518,John Ademar,Johannes Ademarius,,De Gifono,,Giffoni Sei Casali,,2,,,,,,4,,,,,,,,
519,Peter of Boctio,Petrus de Boctio,,De Gifono,,Giffoni Sei Casali,,0,,15,,,,1,,,,,,,,
520,Marius Russus,Marius Russus,,De Gifono,,Giffoni Sei Casali,,1,,,,,,2,,,,,,,,
521,Gregory of Linguito,Gregorius de Linguito,,De Gifono,,,,0,,,,,,1,,,,,,,,
522,Alexander of Marca,Alexander de Marca,,De Gifono,,,,0,,,,,,1,,,,,,,,
523,Robert of Bonohomine,Robbertus de Bonohomine,,De Gifono,,,,1,,,,,,2,,,,,,,,
524,Thomas son of Landulf of Barba,Thomasius filius Landulfi de Barba,,De Gifono,,,,0.5,,,,,,1,,,,,,,,
525,Lucas Guarna,Lucas Guarna,,De Gifono,,Giffoni Sei Casali,,1,,,,,,2,,,,,,,,
526,Gregory of Linguito,Gregorius de Linguito,,De Gifono,,,,0,,40,,,,3,,,,,,,,
527,William son of Arnold,Guillelmus filius Arnaldi,,De Gifono,,Giffoni Sei Casale,,1,,,,,,2,,,,,,,,
528,Alfanus Camerarius,Alfanus Camerarius,,De Gifono,,,,0,,,,,,1,,,,,,,,
530,Alfanus Camerarius,Alfanus Camerarius,,De Gifono,,,,0,,3,,,,1,,,,,,,,
531,Alfanus Camerarius,Alfanus Camerarius,,De Gifono,,,,0,,,,,,1,,,,,,,,
532,Godfrey Corsellus,Goffridus Corsellus,,Montecorvino Rovella,,,,0,,15,,,,1,,,,,,,,
533,William son of Andrew,Guillelmus filius Andree,,Montecorvino Rovella,,,,0,,15,,,,1,,,,,,,,
534,Hugh son of Arnold,Hugo filius Arnaldi,,Montecorvino Rovella,,,,0,,15,,,,1,,,,,,,,
535,Ademar,Ademarius,Judge,Montecorvino Rovella,,,,0,,1,,,,1,,,,,,,,
536,Godfrey Corsellus,Goffridus Corsellus,,Montecorvino Rovella,,,,0,,15,,,,1,,,,,,,,
537,Thomas of Bibano,Thomas de Bibano,,Montecorvino Rovella,,,,0,,5,,,,1,,,,,,,,
538,Godfrey Corsellus,Goffridus Corsellus,,Montecorvino Rovella,,,,0,,9,,,,1,,,,,,,,
539,Mantenna son of Gilius,Mantenna filius Gilii,,Montecorvino Rovella,,,,0,,8,,,,1,,,,,,,,
540,Fulcus Medicus son of Sergius Medicus,Fulcus Medicus filius Sergii Medici,,Montecorvino Rovella,,,,0,,20,,,,0,,,,,,,,
541,Alfanus Camerarius,Alfanus Camerarius,,Montecorvino Rovella,,,,0,,15,,,,1,,,,,,,,
542,Alfanus Camerarius,Alfanus Camerarius,,Montecorvino Rovella,,,,0,,,,,,1,,,,,,,,
543,Alfanus Camerarius,Alfanus Camerarius,,Montecorvino Rovella,,,,0,,5,,,,1,,,,,,,,
544,John of Pesto,Johannes de Pesto,,Capaccio,,,,0,,,,,,1,,,,,,,,
545,Son of John of Capuaccio,Filius Johannis de Capuaccio,,Capaccio,,,,0,,,,,,1,,,,,,,,
546,Donadeus,Donadeus,,Capaccio,,,,0,,,,,,1,,,,,,,,
547,Alfanus Camerarius,Alfanus Camerarius,,Capaccio,,Capaccio,,1,,,,,,2,,,,,,,,
548,Alfanus Camerarius,Alfanus Camerarius,,Capaccio,,,,0,,7,,,,0,,,,,,,,
549,Alfanus Camerarius,Alfanus Camerarius,,Capaccio,,,,0,,2,,,,0,,,,,,,,
550,Alfanus Camerarius,Alfanus Camerarius,,Capaccio,,,,0,,1,,,,0,,,,,,,,
551,Alfanus Camerarius,Alfanus Camerarius,,Capaccio,,,,0,,2,,,,0,,,,,,,,
552,Roger son of Andrew,Rogerius filius Andree,,Capaccio,,Brienza,,0.5,,,,,,1,,,,,,,,
553,Jordan of Mt. Fusculus,Jordanus Montis Fusculi,,Capaccio,,,,0.5,,,,,,1,,,,,,,,
554,Eliazar,Elyazar,,Capaccio,,,,0,,7,,,,1,,,,,,,,
555,Alfanus Camerarius,Alfanus Camerarius,,Capaccio,,Brienza,,1,,15,,,,2,,,,,,,,
556,Richard son of Aczolinus,Riccardus filius Aczolini,,Capaccio,,,,0,,6,,,,1,,,,,,,,
557,Testaynus Buctanus,Testaynus Buctanus,,Montesano sulla Marcellina,,Montesano sulla Marcellina,,0,,20,,,,1,,,,,,,,
558,Gualterius of Mt. Sanus,Gualterius Montis Sani,,Montesano sulla Marcellina,,,,0,,2,,,,1,,,,,,,,
559,Alfanus Camerarius,Alfanus Camerarius,,Montesano sulla Marcellina,,Montesano sulla Marcellina,,1,,36,,,,2,,,,,,,,
560,Peter Bivianus,Petrus Bivianus,,Rocca Gloriosa,,,,0,,7,,,,1,,,,,,,,
561,Peter Guaymarii,Petrus Guaymarii,,Rocca Gloriosa,,,,0,,7,,,,1,,,,,,,,
562,Lando,Lando,,Rocca Gloriosa,,,,0,,8,,,,1,,,,,,,,
563,Robert brother of Landus,Robbertus frater Landi,,Rocca Gloriosa,,,,0,,2,,,,1,,,,,,,,
564,Landulf of Rocca,Landulfus de Rocca,,Rocca Gloriosa,,,,0,,4,,,,1,,,,,,,,
565,"William of Rocca, Fimianis, Guido Capudhominis, Raul of Rocca, Guido of Alexandro, Walter Rusticus","Guillelmus de Rocca, Fimianis, Guido Capudhominis, Raul de Rocca, Guido de Alexandro, Gualterius Rusticus",is Capudhominis a title or surname,Rocca Gloriosa,,,,0,,23,,,,0,,,,,,,,
566,Baldoynus,Baldoynus,,Policastro,,,,,,16,,,,1,,,,,,,,
567,Baldoynus,Baldoynus,,Policastro,,,,,,10,,,,1,,,,,,,,
568,Serlus son of Robert,Serlus filius Robberti,,Policastro,,,,,,18,,,,1,,,,,,,,
569,Hugh John of Alto,Hugo Johannis de Alto,,Policastro,,,,,,14,,,,1,,,,,,,,
570,Raynerius of Mt. Veridis,Raynerius Montis Veridis,,Policastro,,,,,,14,,,,1,,,,,,,,
571,Lodoysius son of Lando,Lodoysius filius Landi,,Policastro,,,,,,14,,,,1,,,,,,,,
572,Alexander son of Baldoynus,Alexander filius Balduyni,,Policastro,,,,,,15,,,,1,,,,,,,,
573,Walter Francis,Gualterius Francisius,,Policastro,,,,,,6,,,,1,,,,,,,,
574,John of Guillemo,Johannes de Guillemo,,Policastro,,,,,,4,,,,1,,,,,,,,
575,Villanus son of Godfrey,Villanus filius Goffridi,,Policastro,,,,,,27,,,,2,,,,,,,,
576,Odo of Golze,Odo domine Golze,Lord,Policastro,,,,,,13,,,,1,,,,,,,,
577,Soluna Ravellensis,Soluna Ravellensis,,Policastro,,,,1,,,,,,2,,,,,,,,
578,Absalon son of Ebolus,Absalon filius Eboli,,Policastro,,,,,,22,,,,1,,,,,,,,
579,Thaerius of Turturella,Thaerius de Turturella,,Policastro,,,,,,15,,,,1,,,,,,,,
580,Ireddus,Ireddus,,Policastro,,,,,,3,,,,1,,,,,,,,
581,John of Lorin,Johannes Lorini,,Policastro,,,,,,11,,,,1,,,,,,,,
582,Gervasius grandson of Landonic,Gervasius nepos Landonic,,Policastro,,,,,,4,,,,1,,,,,,,,
583,Jordan,Jordanus,,Policastro,,,,,,7,,,,,,,,,,,,
584,Archilion,Archilion,,Policastro,,,,,,21,,,,1,,,,,,,,
585,Roger Sadrianus,Rogerius Sadrianus,,Policastro,,,,,,14,,,,,,,,,,,,
586,Alexander Camerarius,Alexander Camerarius,,Policastro,,,,,,8,,,,1,,,,,,,,
587,John,Johannes Judex,Judge,Policastro,,Laurino,,,,34,,,,2,,,,,,,,
588,John of Lorin,Johannes Lorini,,Policastro,,,,,,1,,,,1,,,,,,,,
589,Guaymar of Laurino,Guamarius de Laurino,,Policastro,,,,,,3,,,,1,,,,,,,,
590,Vitalis brother of the judge,Vitalis frater Judicis,,Policastro,,,,,,2,,,,1,,,,,,,,
591,Peter of Segna,Petrus de Segna,,Policastro,,,,,,3,,,,,,,,,,,,
592,Marsianus,Marsianus,,Policastro,,,,,,1,,,,,,,,,,,,
593,Alfanus Camerarius,Alfanus Camerarius,,Policastro,,Laurino,,,,15,,,,1,,,,,,,,
594,Alexander of Bella,Alexander de Bella,,Policastro,,,,,,2,,,,,,,,,,,,
595,Alfanus Camerarius,Alfanus Camerarius,,Policastro,,Laurino,,,,4,,,,1,,,,,,,,
596,Alfanus Camerarius,Alfanus Camerarius,,Policastro,,,,,,3,,,,1,,,,,,,,
597,Silvester of Marsico,Silvester de Marsico,Count,Marsico Nuovo,,Marsico Nuovo,,11,,,,,,72,300,,,,,,,
597,Silvester of Marsico,Silvester de Marsico,Count,Marsico Nuovo,,Roccettam,,2,,,,,,,,,,,,,,
597,Silvester of Marsico,Silvester de Marsico,Count,Marsico Nuovo,,Teggiano,,14,,,,,,,,,,,,,,
597,Silvester of Marsico,Silvester de Marsico,Count,Marsico Nuovo,,Sala Consilina,,9,,,,,,,,,,,,,,
598,Alfanus Camerarius,Alfanus Camerarius,,Marsico Nuovo,,Novi Velia,,10,,,,Comes Silvester de Marsico,,20,60,,,,,,,
598,Alfanus Camerarius,Alfanus Camerarius,,Marsico Nuovo,,Gioi,,,,,,Comes Silvester de Marsico,,,,,,,,,,
598,Alfanus Camerarius,Alfanus Camerarius,,Marsico Nuovo,,Monteforte Cilento,,,,,,Comes Silvester de Marsico,,,,,,,,,,
598,Alfanus Camerarius,Alfanus Camerarius,,Marsico Nuovo,,Magliano Vetere,,,,,,Comes Silvester de Marsico,,,,,,,,,,
599,Gisulfus of Palude,Gisulfus de Palude,,Marsico Nuovo,,Tortorella,,8,,,,Comite Paludem,,18,60,,,,,,,
600,Sanse,Sanse,Lady,Marsico Nuovo,,,,2,,,,Gisulfus de Palude,,5,,,,,,,,
601,Gibel of Loria,Gibel de Loria,,Marsico Nuovo,,,,2,,,,Gisulfus de Palude,,4,,,,,,,,
602,Roger of Casella,Rogerius de Casella,,Marsico Nuovo,,Caselle in Pittari,,1,,,,Gisulfus de Palude,,2,,,,,,,,
603,Silvester,Silvester,Count,Marsico Nuovo,,,,2,,,,,,2,10,,,,,,,
604,Robert son of Raul,Robbertus filius Raulis,,Eboli,,,,,,15,,,,1,,,,,,,,
605,Godfrey Jagonus,Goffridus Jagonus,,Eboli,,Campagna,,,,40,,,,2,,,,,,,,
606,Roger son of Malfred,Rogerius filius Malfredi,,Eboli,,,,,,10,,,,1,,,,,,,,
607,Robert of Cles,Robbertus de Cles,,Eboli,,,,,,46,,,,2,,,,,,,,
608,Oliver son of Berard,Oliverius filius Berardi,,Eboli,,,,,,,,,,1,,,,,,,,
609,Guido de Siccelino,Guido de Siccelino,,Eboli,,,,,,14,,,,1,,,,,,,,
610,Robert son of Robert,Robbertus filius Robberti,,Eboli,,,,,,,,,,1,,,,,,,,
611,Hugo son of Bernard,Hugo filius Bernardi,,Eboli,,,,,,3,,,,1,,,,,,,,
612,Landulf of Serangoto,Landulfus de Serangoto,,Eboli,,,,,,7,,,,1,,,,,,,,
613,Albisius,Albisius,,Eboli,,,,,,11,,,,1,,,,,,,,
614,Alfanus Camerarius,Alfanus Camerarius,,Eboli,,,,,,,,,,1,,,,,,,,
615,Raho,Raho,Judge,Eboli,,,,,,,,,,2,,,,,,,,
616,Alfanus Camerarius,Alfanus Camerarius,,Eboli,,,,,,5,,,,1,,,,,,,,
617,Alfanus Camerarius,Alfanus Camerarius,,Eboli,,,,,,5,,,,1,,,,,,,,
618,Guy son of Richard,Guido filius Riccardi,,Eboli,,,,,,3,,,,1,,,,,,,,
619,Richard the Norman?,Riccardus Normandie,,Campagna,,,,,,26,,,,1,,,,,,,,
620,Augerius,Augerius,,Campagna,,,,,,1,,,,1,,,,,,,,
621,Roger of Imperato,Rogerius de Imperato,,Campagna,,,,,,,,,,1,,,,,,,,
622,William of Coffo,Guillelmus de Coffo,,Campagna,,,,,,3,,,,1,,,,,,,,
623,Dangerosus (nice name),Dangerosus,,Campagna,,,,,,3,,,,1,,,,,,,,
624,Roger of Malbenda,Rogerius de Malbenda,,Campagna,,,,,,2,,,,1,,,,,,,,
625,Alfanus Camerarius,Alfanus Camerarius,,Campagna,,,,,,3,,,,1,,,,,,,,
626,William son of Peter,Guillelmus filius Petroni,,Campagna,,,,,,3,,,,1,,,,,,,,
627,Matthew Camerarius,Matheus Camerarius,,Palomonte,,,,,,15,,,,1,,,,,,,,
628,Osbourne,Osbernus,,Palomonte,,,,,,8,,,,1,,,,,,,,
629,Nicholas of Judice,Nicolaus de Judice,,Palomonte,,,,,,11,,,,1,,,,,,,,
630,Alfanus Camerarius,Alfanus Camerarius,,Buccino,,,,1,,,,,,1,,,,,,,,
631,Alfanus Camerarius,Alfanus Camerarius,,Buccino,, ,,,,45,,,,2,,,,,,,,
632,Aminad,Aminad,Judge,Buccino,,,,2,,,,,,3,,,,,,,,
633,Alfanus Camerarius,Alfanus Camerarius,,Buccino,,Satriano di Lucania,,,,13,,,,2,,,,,,,,
633,Alfanus Camerarius,Alfanus Camerarius,,Buccino,,Satriano Antico,,,,8,,,,,,,,,,,,
633,Alfanus Camerarius,Alfanus Camerarius,,Buccino,,Buccino,,,,2,,,,,,,,,,,,
634,Alfanus Camerarius,Alfanus Camerarius,,Buccino,,Buccino,,,,9,,,,2,,,,,,,,
634,Alfanus Camerarius,Alfanus Camerarius,,Buccino,,Sicignano degli Alburni,,,,5,,,,,,,,,,,,
634,Alfanus Camerarius,Alfanus Camerarius,,Buccino,,Contursi,,,,15,,,,,,,,,,,,
635,Richard Philippi,Riccardus Philippi,,Buccino,,Bella,,1,,,,,,4,,,,,,,,
635,Richard Philippi,Riccardus Philippi,,Buccino,,Muro Lucano,,,,,,,,,,,,,,,,
635,Richard Philippi,Riccardus Philippi,,Buccino,,Buccino,,,,,,,,,,,,,,,,
636,Richard Philippi,Riccardus Philippi,,Buccino,,Auletta,,,,,,,,,,,,,,,,
636,Alfanus Camerarius,Alfanus Camerarius,,Buccino,,,,,,5,,,,1,,,,,,,,
637,Alfanus Camerarius,Alfanus Camerarius,,Buccino,,,,,,33,,,,2,,,,,,,,
638,Richard Senscalcus,Riccardus Senscalcus,,Buccino,,,,,,7,,,,1,,,,,,,,
639,Sarolus,Sarolus,,Buccino,,,,,,8,,,,1,,,,,,,,
640,Gloriosu,Gloriosu,,Buccino,,,,,,6,,,,1,,,,,,,,
641,Aschittinus,Aschittinus,,Buccino,,,,,,3,,,,1,,,,,,,,
642,Silinnus,Silinnus,,Buccino,,,,,,3,,,,1,,,,,,,,
643,John Lombardus,Johannes Lombardus,,Buccino,,,,,,3,,,,1,,,,,,,,
644,Alfanus Camerarius,Alfanus Camerarius,,Buccino,,,,,,1,,,,1,,,,,,,,
645,Roger son of Rainald,Rogerius filius Raynaldi,,Buccino,,,,,,2,,,,1,,,,,,,,
646,Nicholas Buctellerinus,Nicolaus Buctellerinus,,Buccino,,,,,,2,,,,2,,,,,,,,
647,Maynard,Maynardus ,,Buccino,,,,,,1,,,,1,,,,,,,,
648,Roger of Scicignano,Rogerius de Scicignano,,Sicignano degli Alburni,,,,,,,,,,1,,,,,,,,
649,Bivianus,Bivianus,,Sicignano degli Alburni,,,,,,12,,,,1,,,,,,,,
650,Stephan Piper,Stephanis Piper,,Sicignano degli Alburni,,,,,,18,,,,1,,,,,,,,
651,Wife of Helyas,Uxor Helye,,Sicignano degli Alburni,,,,,,3,,,,,,,,,,,,
652,Roger son of John,Rogerius filius Johannis,,Sicignano degli Alburni,,,,,,7,,,,1,,,,,,,,
653,Roger John Cito Casalis,Rogerius Johannis Cito Casalis,,Sicignano degli Alburni,,,,,,3,,,,1,,,,,,,,
654,Nicholas Lombardus,Nicolaus Lombardus,,Sicignano degli Alburni,,,,,,14,,,,1,,,,,,,,
655,Guy of Judice,Guido de Judice,,Sicignano degli Alburni,,,,,,5,,,,1,,,,,,,,
656,Alfanus Camerarius,Alfanus Camerarius,,Sicignano degli Alburni,,,,,,22,,,,2,,,,,,,,
657,Wife of Campaninus,Uxor Campanini,,Sicignano degli Alburni,,,,,,3,,,,1,,,,,,,,
658,Hugh of Petina,Hugo de Petina,,Auletta,,,,,,,,,,3,6,,,,,,,
659,Alfanus Camerarius,Alfanus Camerarius,,Auletta,,,,,,2,,,,1,,,,,,,,
660,William Peregrine,Guillelmus Peregrinus,,Auletta,,,,1,,,,,,4,,,,,,,,
661,Darius,Darius,,Auletta,,,,,,16,,,,1,,,,,,,,
662,Richard Borreher,Riccardus Borreher,,Auletta,,,,,,11,,,,1,,,,,,,,
663,Alfanus Camerarius,Alfanus Camerarius,,Auletta,,Auletta,,,,6,,,,,,,,,,,,
663,Alfanus Camerarius,Alfanus Camerarius,,Auletta,,Muro Lucano,,,,10,,,,,,,,,,,,
663,Alfanus Camerarius,Alfanus Camerarius,,Auletta,,Bella,,1,,10,,,,2,,,,,,,,
664,Arnold son of Burdonis,Arnaldus filius Burdonis,,Balvano,,,,,,19,,,,2,,,,,,,,
665,Paganus of Rapone,Paganus de Rapone,,Balvano,,,,,,1,,,,1,,,,,,,,
666,Robert,Robbertus,,Balvano,,,,,,1,,,,1,,,,,,,,
667,Fulco,Fulco,,Bella,,Bella,,,,20,,,,1,,,,,,,,
667,Fulco,Fulco,,Bella,,Muro Lucano,,,,,,,,,,,,,,,,
668,Bernardus of Mt. Fusculus?,Bernardus Montisfusculi,,Bella,,,,,,3,,,,1,,,,,,,,
669,William son of Maynerius,Guillelmus filius Maynerii,,Bella,,,,,,3,,,,1,,,,,,,,
670,"William of Algisio, William of Caliano","Guillelmus de Algisio, Guillelmus de Caliano",,Bella,,,,,,4,,,,2,,,,,,,,
671,Roger son of Guimund,Rogerius filius Guimundi,,Bella,,,,,,6,,,,1,,,,,,,,
672,Pandalfus,Pandalfus,,Bella,,,,,,5,,,,1,,,,,,,,
673,William son of John Trosimundi,Guillelmus filius Johannis Trosimundi,,Bella,,Muro Lucano,,,,18,,,,2,,,,,,,,
674,Alfanus Camerarius,Alfanus Camerarius,,Bella,,Bella,,,,7,,,,2,,,,,,,,
674,Alfanus Camerarius,Alfanus Camerarius,,Bella,,Muro Lucano,,,,11,,,,,,,,,,,,
675,Son of Hugo of Marmore,Filius Hugonis de Marmore,,Bella,,Bella,,,,28,,,,2,,,,,,,,
676,Alfanus Camerarius,Alfanus Camerarius,,Bella,,,,1,,,,,,1,,,,,,,,
677,Tancred of St. Felix,Tancredus Sancti Felis ,,Bella,,Bella,,,,8,,,,1,,,,,,,,
677,Tancred of St. Felix,Tancredus Sancti Felis ,,Bella,,Muro Lucano,,,,2,,,,,,,,,,,,
678,Alfanus Camerarius,Alfanus Camerarius,,Bella,,,,,,7,,,,1,,,,,,,,
679,Peter son of Raul of Muro,Petrus filius Raulis de Muro,,Muro Lucano,,,,,,,,,,1,,,,,,,,
680,Richard son of Robert,Riccardus filius Robberti,,Muro Lucano,,,,,,27,,,,1,,,,,,,,
681,William of Muro,Guillelmus de Muro,,Muro Lucano,,,,,,6,,,,1,,,,,,,,
682,Alexander,Alexander,,Muro Lucano,,,,,,8,,,,1,,,,,,,,
683,Richard Longrande,Riccardus Longrande,,Muro Lucano,,,,,,6,,,,1,,,,,,,,
684,Guy Simon,Guido Symonis,,Muro Lucano,,,,,,22,,,,2,,,,,,,,
685,Richard Camerarius,Riccardus Camerarius,,Muro Lucano,,,,,,7,,,,1,,,,,,,,
686,Abiosus,Abiosus,,Muro Lucano,,,,,,7,,,,,,,,,,,,
687,Alfanus Camerarius,Alfanus Camerarius,,Muro Lucano,,,,,,,,,,,,,,,,,,
688,Alfanus Camerarius,Alfanus Camerarius,,Muro Lucano,,,,,,1,,,,,,,,,,,,
689,Ospinellus,Ospinellus,,Colliano,,,,,,28,,,,1,,,,,,,,
690,Richard son of Thomas,Riccardus filius Thome,,Colliano,,,,,,8,,,,1,,,,,,,,
691,Godfrey Comardus,Goffridus Comardus,,Colliano,,,,,,,,,,,1,,,,,,,
